"PC","Variance_explained","Cumulative_variance"
102,0.207843880710357,58.1585647540006
103,0.206818579841669,58.3653833338422
104,0.204725502540085,58.5701088363823
105,0.202643448848685,58.772752285231
106,0.20208473212668,58.9748370173577
107,0.20160961522676,59.1764466325844
108,0.20124350747551,59.3776901400599
109,0.199774482629927,59.5774646226899
110,0.198684675905542,59.7761492985954
111,0.196285991285276,59.9724352898807
112,0.196203431099563,60.1686387209802
113,0.194655815221905,60.3632945362021
114,0.193207479872628,60.5565020160748
115,0.192780460388336,60.7492824764631
116,0.190725791207638,60.9400082676707
117,0.189509972113781,61.1295182397845
118,0.186237302012151,61.3157555417967
119,0.184775402398894,61.5005309441956
120,0.184254992207122,61.6847859364027
121,0.183945074531549,61.8687310109342
122,0.182435821048025,62.0511668319823
123,0.182060351681966,62.2332271836642
124,0.180159387659055,62.4133865713233
125,0.178329712742744,62.591716284066
126,0.177669506221534,62.7693857902876
127,0.176358274278047,62.9457440645656
128,0.175951618931969,63.1216956834976
129,0.174558491938834,63.2962541754364
130,0.174044103618885,63.4702982790553
131,0.173586286884331,63.6438845659396
132,0.171545315884429,63.8154298818241
133,0.170789035228662,63.9862189170527
134,0.168227995932377,64.1544469129851
135,0.16763198230305,64.3220788952881
136,0.167260620556676,64.4893395158448
137,0.165547969433642,64.6548874852785
138,0.164988838738831,64.8198763240173
139,0.164499338030717,64.984375662048
140,0.162435574476489,65.1468112365245
141,0.161120219494621,65.3079314560191
142,0.160590355662225,65.4685218116814
143,0.160019965593973,65.6285417772753
144,0.159420731533703,65.787962508809
145,0.159081312204473,65.9470438210135
146,0.157664284878276,66.1047081058918
147,0.156408740654893,66.2611168465467
148,0.155595833110204,66.4167126796569
149,0.155137249506964,66.5718499291638
150,0.15422280446831,66.7260727336322
151,0.153659863860065,66.8797325974922
152,0.151968333555391,67.0317009310476
153,0.151060606967363,67.182761538015
154,0.150448413371828,67.3332099513868
155,0.14948931319441,67.4826992645812
156,0.148680330965907,67.6313795955471
157,0.148138458650746,67.7795180541979
158,0.147500511562869,67.9270185657607
159,0.146049003596324,68.073067569357
160,0.144875186492133,68.2179427558492
161,0.143885375920796,68.36182813177
162,0.143735289276313,68.5055634210463
163,0.143016054858882,68.6485794759052
164,0.142503268688191,68.7910827445934
165,0.14150622500749,68.9325889696008
166,0.140225076853446,69.0728140464543
167,0.139275527837348,69.2120895742916
168,0.139149554616519,69.3512391289081
169,0.138199239769827,69.489438368678
170,0.137668877472027,69.62710724615
171,0.136937962969807,69.7640452091198
172,0.136108324562572,69.9001535336824
173,0.135163211950014,70.0353167456324
174,0.134679528332046,70.1699962739644
175,0.133525372205881,70.3035216461703
176,0.132737068728757,70.4362587148991
177,0.13213995552054,70.5683986704196
178,0.131971301836353,70.700369972256
179,0.131479075057875,70.8318490473139
180,0.130967270257759,70.9628163175716
181,0.130443819198427,71.09326013677
182,0.12912676918643,71.2223869059565
183,0.128640488079158,71.3510273940356
184,0.128080156923043,71.4791075509587
185,0.126816223626452,71.6059237745851
186,0.12660345873106,71.7325272333162
187,0.126256423926609,71.8587836572428
188,0.125863317419708,71.9846469746625
189,0.125197573674648,72.1098445483372
190,0.12466911842663,72.2345136667638
191,0.12424507970184,72.3587587464656
192,0.122918517461835,72.4816772639275
193,0.12249136018383,72.6041686241113
194,0.121921064559692,72.726089688671
195,0.120989110826297,72.8470787994973
196,0.120857387465796,72.9679361869631
197,0.120041280624519,73.0879774675876
198,0.119700979409816,73.2076784469974
199,0.118796911859,73.3264753588564
200,0.118652262830591,73.445127621687
201,0.117586921009843,73.5627145426968
202,0.117189846840327,73.6799043895372
203,0.11636949875513,73.7962738882923
204,0.116183284472099,73.9124571727644
205,0.1155944544703,74.0280516272347
206,0.115377638865435,74.1434292661001
207,0.114054727368121,74.2574839934683
208,0.11394894659428,74.3714329400625
209,0.113592426747351,74.4850253668099
210,0.113185275161803,74.5982106419717
211,0.112726082597763,74.7109367245695
212,0.111792290392425,74.8227290149619
213,0.111488602567273,74.9342176175292
214,0.111014156858653,75.0452317743878
215,0.1103806987339,75.1556124731217
216,0.109843013008617,75.2654554861303
217,0.109440048241617,75.374895534372
218,0.109156155465436,75.4840516898374
219,0.108545753819828,75.5925974436572
220,0.107972452665337,75.7005698963226
221,0.107505477858492,75.8080753741811
222,0.107210550280113,75.9152859244612
223,0.1064807274991,76.0217666519603
224,0.105978605821633,76.1277452577819
225,0.105780328208666,76.2335255859906
226,0.104844199283997,76.3383697852746
227,0.104673681677252,76.4430434669518
228,0.104257371531741,76.5473008384836
229,0.1039183107854,76.651219149269
230,0.10330816778765,76.7545273170566
231,0.102582720656208,76.8571100377128
232,0.10240558915993,76.9595156268728
233,0.101924642164096,77.0614402690369
234,0.101694541510558,77.1631348105474
235,0.101303869783922,77.2644386803313
236,0.100782662684097,77.3652213430154
237,0.100548269942739,77.4657696129582
238,0.100394561613374,77.5661641745715
239,0.0997106428988472,77.6658748174704
240,0.0992347727724489,77.7651095902428
241,0.0984212230576273,77.8635308133004
242,0.0980393705891512,77.9615701838896
243,0.0978145156003499,78.0593846994899
244,0.0977431772768225,78.1571278767668
245,0.0976368150667617,78.2547646918335
246,0.0967102147439449,78.3514749065775
247,0.0962097620138823,78.4476846685914
248,0.0957821268218673,78.5434667954132
249,0.095463844503108,78.6389306399164
250,0.0950462364563276,78.7339768763727
251,0.0946149178393546,78.828591794212
252,0.0941557827416133,78.9227475769536
253,0.0936445625654298,79.0163921395191
254,0.0934103407837588,79.1098024803028
255,0.0928081775111384,79.202610657814
256,0.0927678870209054,79.2953785448349
257,0.0921379400457928,79.3875164848807
258,0.0916967448297107,79.4792132297104
259,0.0913793968658623,79.5705926265762
260,0.0909474305815614,79.6615400571578
261,0.0903520862545404,79.7518921434123
262,0.0902575585099336,79.8421497019223
263,0.0896940601266458,79.9318437620489
264,0.0895030834625535,80.0213468455115
265,0.0889762667092071,80.1103231122207
266,0.0887955163370194,80.1991186285577
267,0.0883158101819972,80.2874344387397
268,0.0880162798713427,80.375450718611
269,0.0878958687873327,80.4633465873984
270,0.0875495856256722,80.550896173024
271,0.0871317312706292,80.6380279042947
272,0.0867923527134468,80.7248202570081
273,0.0860021892229565,80.8108224462311
274,0.0857272349820833,80.8965496812132
275,0.0856285826929392,80.9821782639061
276,0.0851723007679991,81.0673505646741
277,0.0844398346396879,81.1517903993138
278,0.0842319175134636,81.2360223168272
279,0.0835610022421106,81.3195833190693
280,0.0833126319670575,81.4028959510364
281,0.082804472942411,81.4857004239788
282,0.0827910738796256,81.5684914978584
283,0.0824562631685024,81.6509477610269
284,0.0822319593192625,81.7331797203462
285,0.0821182214680917,81.8152979418143
286,0.0816671027672465,81.8969650445815
287,0.0813217465784512,81.97828679116
288,0.08092073271399,82.059207523874
289,0.0808018639550566,82.140009387829
290,0.0802736796971133,82.2202830675261
291,0.0799624088512006,82.3002454763773
292,0.0794215356182361,82.3796670119956
293,0.0792186430875076,82.4588856550831
294,0.0790770602280721,82.5379627153112
295,0.0784264688415041,82.6163891841527
296,0.0782403623925059,82.6946295465452
297,0.0781072769419946,82.7727368234872
298,0.0778853602789002,82.850622183766
299,0.077637699196632,82.9282598829627
300,0.0773967067199628,83.0056565896826
301,0.0770563935555977,83.0827129832382
302,0.0768753734284589,83.1595883566667
303,0.0765721304104607,83.2361604870772
304,0.0761836664467493,83.3123441535239
305,0.0758016864892143,83.3881458400131
306,0.0757048254810031,83.4638506654941
307,0.0754447023123147,83.5392953678064
308,0.0750301184711921,83.6143254862776
309,0.0744985481310743,83.6888240344087
310,0.0742326334614831,83.7630566678702
311,0.0736698078549274,83.8367264757251
312,0.0736289892789461,83.910355465004
313,0.0731303417233821,83.9834858067274
314,0.0728655871167274,84.0563513938442
315,0.0727954576012678,84.1291468514454
316,0.0725946088048304,84.2017414602503
317,0.072321194193275,84.2740626544435
318,0.0721279188135851,84.3461905732571
319,0.0720601174310582,84.4182506906882
320,0.0718908209535688,84.4901415116418
321,0.0712726527066791,84.5614141643484
322,0.0711014445168513,84.6325156088653
323,0.070832433926766,84.7033480427921
324,0.0706768101108325,84.7740248529029
325,0.070326821774441,84.8443516746773
326,0.07021324369781,84.9145649183751
327,0.0693465011048007,84.98391141948
328,0.0690933338905629,85.0530047533705
329,0.0690488028265307,85.122053556197
330,0.0685681186025416,85.1906216747996
331,0.0683747375064264,85.258996412306
332,0.068335587973744,85.3273320002798
333,0.0678272682041439,85.3951592684839
334,0.0675347918211583,85.4626940603051
335,0.0672481339884878,85.5299421942936
336,0.0669055293796323,85.5968477236732
337,0.0666827385409978,85.6635304622142
338,0.0665873740487938,85.730117836263
339,0.0663972682961735,85.7965151045592
340,0.0663022378717473,85.8628173424309
341,0.0661201111131898,85.9289374535441
342,0.0655674280526027,85.9945048815967
343,0.065450786090273,86.059955667687
344,0.0651687988603945,86.1251244665474
345,0.0649461415142834,86.1900706080617
346,0.0646664001183995,86.2547370081801
347,0.0645439375568794,86.3192809457369
348,0.0644335693179483,86.3837145150549
349,0.0642371448043536,86.4479516598592
350,0.0640715344816606,86.5120231943409
351,0.0640073257025146,86.5760305200434
352,0.063689597175746,86.6397201172192
353,0.0631132114211356,86.7028333286403
354,0.0630053134373665,86.7658386420777
355,0.0626490630521081,86.8284877051298
356,0.0624524467510452,86.8909401518808
357,0.0622529545814474,86.9531931064623
358,0.0621648258664318,87.0153579323287
359,0.0619543695030175,87.0773123018317
360,0.0615508037825231,87.1388631056142
361,0.0614513453486265,87.2003144509629
362,0.0612612419561569,87.261575692919
363,0.0610891884066162,87.3226648813256
364,0.0609207532424485,87.3835856345681
365,0.060648495553552,87.4442341301216
366,0.0603568768846875,87.5045910070063
367,0.0602309532252991,87.5648219602316
368,0.0601064735242286,87.6249284337558
369,0.0598870100873999,87.6848154438432
370,0.0598073103233072,87.7446227541665
371,0.0592989606975302,87.8039217148641
372,0.0592177871718533,87.8631395020359
373,0.0591095113909383,87.9222490134269
374,0.0589422585008578,87.9811912719277
375,0.0585732296781708,88.0397645016059
376,0.0583359009145815,88.0981004025205
377,0.0580779321170125,88.1561783346375
378,0.0580489668156476,88.2142273014531
379,0.0576896806602041,88.2719169821134
380,0.0575113005890402,88.3294282827024
381,0.057391728525155,88.3868200112276
382,0.0571765907795424,88.4439966020071
383,0.0571358920246657,88.5011324940318
384,0.056856761931882,88.5579892559636
385,0.056572216414033,88.6145614723777
386,0.0565090055800893,88.6710704779578
387,0.0561324994949364,88.7272029774527
388,0.0559092680768628,88.7831122455296
389,0.0558019464468591,88.8389141919764
390,0.0555922655454458,88.8945064575219
391,0.0554036254169947,88.9499100829389
392,0.0553235867211356,89.00523366966
393,0.0550337971710926,89.0602674668311
394,0.0548459459277927,89.1151134127589
395,0.0545810834932256,89.1696944962521
396,0.0543491786076424,89.2240436748598
397,0.0542419135028141,89.2782855883626
398,0.0541136351579565,89.3323992235205
399,0.0537769936935315,89.3861762172141
400,0.0534277045372427,89.4396039217513
401,0.0532961585344174,89.4929000802857
402,0.0531321504585162,89.5460322307442
403,0.0530009295779184,89.5990331603222
404,0.052907609867044,89.6519407701892
405,0.0526714673423311,89.7046122375315
406,0.0523065690496925,89.7569188065812
407,0.052162082048735,89.80908088863
408,0.0520542608284114,89.8611351494584
409,0.0519309068953376,89.9130660563537
410,0.0518432510976789,89.9649093074514
411,0.0517139878243908,90.0166232952758
412,0.0512464696320487,90.0678697649078
413,0.0512396316164759,90.1191093965243
414,0.0510703615988279,90.1701797581232
415,0.050899766455417,90.2210795245786
416,0.0507919968260277,90.2718715214046
417,0.05063743106054,90.3225089524651
418,0.0502558964880912,90.3727648489532
419,0.0501810349471141,90.4229458839003
420,0.0500203324229305,90.4729662163233
421,0.0499804688141634,90.5229466851374
422,0.0497477971324223,90.5726944822699
